show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s1257,1,Tenacious D in The Pick of Destiny,839,2021-03-01,2006,9,12,"Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D."
s1258,2,TIGER & BUNNY,1,2021-02-28,2011,5,4,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr."
s1259,1,Bigfoot Family,840,2021-02-26,2021,8,33,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve."
s1260,1,Captain Fantastic,842,2021-02-26,2016,9,51,"A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society."
s1261,1,Crazy About Her,843,2021-02-26,2021,3,70,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides."
s1262,1,Fuga,844,2021-02-26,2006,3,69,"A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma."
s1263,1,Ginny & Georgia - The Afterparty,1,2021-02-26,2021,3,126,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school."
s1264,1,No Escape,845,2021-02-26,2015,9,18,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives."
s1265,1,Our Idiot Brother,846,2021-02-26,2011,9,2,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.
s1266,1,The Girl on the Train,847,2021-02-26,2021,3,60,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.
s1267,1,Tony Manero,844,2021-02-26,2008,3,19,"Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever."""
s1268,1,Who Am I,594,2021-02-26,2014,3,36,"After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator."
s1269,2,El final del paraíso,1,2021-02-25,2019,3,4,"In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network."
s1270,1,Geez & Ann,848,2021-02-25,2021,6,20,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles."
s1271,2,Sin senos sí hay paraíso,1,2021-02-25,2018,3,22,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family."
s1272,2,The Last Bastion,1,2021-02-25,2018,3,4,"The Robles family, born and raised in the Americas, experiences the highs and lows of the revolutionary drive to Peru's independence."
s1273,2,Age of Samurai: Battle for Japan,1,2021-02-24,2021,3,4,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.
s1274,1,"Blue, Painful, Fragile",849,2021-02-24,2020,5,51,"Kaede and Hisano form a club to change the world. When Hisano vanishes, Kaede throws himself into bringing the club back to its idealistic roots."
s1275,2,Canine Intervention,1,2021-02-24,2021,6,4,"No dog, no breed, no behavior is unfixable for Cali K9's Jas Leverette. Follow the Oakland dog trainer as he works with a range of canines and owners."
s1276,2,Ginny & Georgia,1,2021-02-24,2021,5,4,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
s1277,1,M8 - When Death Rescues Life,850,2021-02-24,2019,3,78,"When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection."
s1278,2,Two Sentence Horror Stories,1,2021-02-24,2021,5,3,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.
s1279,1,Brian Regan: On the Rocks,790,2021-02-23,2021,10,117,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins."
s1280,1,Made You Look: A True Story About Fake Art,851,2021-02-23,2020,5,2,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con."
s1281,1,Pelé,852,2021-02-23,2021,5,62,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé’s extraordinary path from breakthrough talent to national hero."
s1282,1,Red,854,2021-02-23,2021,5,52,"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky."
s1283,2,Zindagi in Short,1,2021-02-22,2020,3,4,"Complicated marriages, digital romances, domestic dilemmas and schoolyard bullies get the spotlight in these seven, slice-of-life short films."
s1284,1,The Conjuring,745,2021-02-21,2013,9,69,"When a family starts experiencing supernatural terrors after moving into a Rhode Island farmhouse, they seek the help of a pair of noted demonologists."
s1285,1,The Conjuring 2,745,2021-02-21,2016,9,149,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens' help to confront the evil presence."
s1286,2,Vincenzo,1,2021-02-21,2021,5,4,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
s1287,1,Classmates Minus,855,2021-02-20,2020,3,94,"Four school buddies — a director, a temp worker, an insurance salesman and a paper craftsman — grapple with unfulfilled dreams amid middle age ennui."
s1288,1,Fate: The Winx Saga - The Afterparty,1,2021-02-20,2021,5,112,"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers."
s1289,1,Operation Finale,312,2021-02-20,2018,2,94,"In 1960, Israeli spies undertake a daring mission to capture notorious Nazi war criminal Adolf Eichmann and bring him to justice. Based on real events."
s1290,1,Wave of Cinema: Surat dari Timur,856,2021-02-20,2020,10,117,"Featuring a mix of film footage and special performances, this virtual concert honors the memory and music of revered Indonesian singer Glenn Fredly."
s1291,1,I Care a Lot,857,2021-02-19,2021,9,54,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.
s1292,1,Love,858,2021-02-19,2020,5,5,The troubling inner workings of a toxic marriage reveal themselves in surprising ways after one of the couple’s feuds spins out of control.
s1293,1,Perú: Tesoro escondido,859,2021-02-19,2017,6,66,"It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches."
s1294,2,Pitta Kathalu,860,2021-02-19,2021,3,4,"From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love."
s1295,2,Tribes of Europa,1,2021-02-19,2021,3,4,"In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent."
s1296,1,Eeb Allay Ooo!,864,2021-02-18,2019,3,19,"Hired as a monkey repeller upon moving to Delhi, a young man struggles to find his footing in his unenviable job and his place in the unforgiving world."
s1297,2,"Hello, Me!",1,2021-02-18,2021,5,4,"Miserable and unsuccessful, a woman thinks she's lost all her spark — until one day, her spunky younger self appears in front of her demanding change."
s1298,1,No Escape Room,865,2021-02-18,2018,5,39,A lighthearted bonding opportunity takes a dark and decidedly dangerous turn when a father and daughter try out an escape room in a small town.
s1299,2,Sisyphus,1,2021-02-18,2021,5,4,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.
s1300,2,Thus Spoke Kishibe Rohan,1,2021-02-18,2021,3,4,"A popular manga creator becomes enmeshed in paranormal events while conducting research: Stand User Kishibe Rohan visits Italy, goes bankrupt and more."
s1301,2,Amend: The Fight for America,1,2021-02-17,2021,3,4,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment."
s1302,2,Behind Her Eyes,1,2021-02-17,2021,3,4,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.
s1303,2,MeatEater,1,2021-02-17,2021,5,10,Steven Rinella scrounges in some of America's wildest terrains in this unscripted series showing him on the hunt for wild animals from ducks to deer.
s1304,1,The Most Unknown,476,2021-02-17,2018,6,47,"Traversing disciplines from physics to psychology, nine scientists share ideas and seek common ground by delving into deep existential questions."
s1305,1,Animals on the Loose: A You vs. Wild Movie,51,2021-02-16,2021,6,84,"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special."
s1306,1,Awara Paagal Deewana,866,2021-02-16,2002,5,133,A dentist unwittingly becomes caught in the madcap fight between two criminal brothers-in-law trying to kill one another off to claim their inheritance.
s1307,2,Good Girls,1,2021-02-16,2020,3,22,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence – together.
s1308,1,The Resurrection of Gavin Stone,867,2021-02-16,2017,4,47,"After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch."
s1309,2,Booba,1,2021-02-15,2021,8,10,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings."
s1310,1,"My Teacher, My Obsession",868,2021-02-15,2018,5,64,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation."
s1311,2,The Crew,1,2021-02-15,2021,5,4,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up.
s1312,1,Namaste Wahala,869,2021-02-14,2021,5,70,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.
s1313,1,Monsoon,870,2021-02-13,2020,3,39,A reflective man must come to terms with his forced displacement from Vietnam when he returns to his birthplace to spread his parents' ashes.
